reliability_tier,quantile,source_metric,icc,baseline,beta,repetition,csv,refit_bootstrap,permutations,simulation_seed,analysis_seed,nuisance_model,status,delta_mse,residual_p,refit_delta_mse_ci_low,refit_delta_mse_ci_high,predictive_supported,joint_supported
low,0.1,fim_erank,0.8300212312342845,B2_training_state,0.0,47,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,74962370,567262370,polynomial_ridge,estimated,-3.197023581763916e-05,0.13,-0.0005998159971904046,0.000439531052665178,False,False
low,0.1,fim_erank,0.8300212312342845,B2_training_state,0.0,47,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,74962370,567262370,polynomial_ridge_interactions,estimated,-0.0004506126985285067,0.6,-0.004780261477910847,0.0004268857170672063,False,False
low,0.1,fim_erank,0.8300212312342845,B2_training_state,0.0,48,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,75062373,568262373,polynomial_ridge,estimated,-0.00010807074240219358,0.2,-0.0005365022913983712,0.0004846203672360689,False,False
low,0.1,fim_erank,0.8300212312342845,B2_training_state,0.0,48,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,75062373,568262373,polynomial_ridge_interactions,estimated,-0.00029601049243661447,0.08,-0.007868217456703809,0.0012046309053888424,False,False
low,0.1,fim_erank,0.8300212312342845,B2_training_state,0.0,49,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,75162376,569262376,polynomial_ridge,estimated,4.771055376794368e-05,0.04,-0.0006640404438685959,0.00028422889459544647,False,False
low,0.1,fim_erank,0.8300212312342845,B2_training_state,0.0,49,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,75162376,569262376,polynomial_ridge_interactions,estimated,0.0003236109627034881,0.07,-0.004321578199840691,0.001147726049658741,False,False
low,0.1,fim_erank,0.8300212312342845,B2_training_state,0.0,50,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,75262379,570262379,polynomial_ridge,estimated,-0.00016321471525719002,0.28,-0.0006230685034373073,0.0002981537606124417,False,False
low,0.1,fim_erank,0.8300212312342845,B2_training_state,0.0,50,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,75262379,570262379,polynomial_ridge_interactions,estimated,-0.0004220842538677845,0.64,-0.0050586984651945135,0.0012230286215799235,False,False
low,0.1,fim_erank,0.8300212312342845,B2_training_state,0.0,51,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,75362382,571262382,polynomial_ridge,estimated,5.674422059246038e-05,0.01,-0.00035649816210691666,0.0003784850289710415,False,False
low,0.1,fim_erank,0.8300212312342845,B2_training_state,0.0,51,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,75362382,571262382,polynomial_ridge_interactions,estimated,-1.1771504625852545e-05,0.74,-0.004247531804278258,0.0012007516729680568,False,False
low,0.1,fim_erank,0.8300212312342845,B2_training_state,0.0,52,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,75462385,572262385,polynomial_ridge,estimated,-7.843224821433973e-05,0.59,-0.0007390838225288729,0.0007683465861289491,False,False
low,0.1,fim_erank,0.8300212312342845,B2_training_state,0.0,52,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,75462385,572262385,polynomial_ridge_interactions,estimated,-0.0005481200309521621,0.26,-0.012234718975859387,0.0010682062435821052,False,False
low,0.1,fim_erank,0.8300212312342845,B2_training_state,0.0,53,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,75562388,573262388,polynomial_ridge,estimated,-7.142906758138691e-05,0.33,-0.000495669481855872,0.0003671603591963739,False,False
low,0.1,fim_erank,0.8300212312342845,B2_training_state,0.0,53,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,75562388,573262388,polynomial_ridge_interactions,estimated,-0.0005432680394769954,0.09,-0.005810612429842036,0.0009695507813737156,False,False
low,0.1,fim_erank,0.8300212312342845,B2_training_state,0.0,54,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,75662391,574262391,polynomial_ridge,estimated,7.714368413973684e-05,0.01,-0.000618232994442245,0.00035376141098588743,False,False
low,0.1,fim_erank,0.8300212312342845,B2_training_state,0.0,54,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,75662391,574262391,polynomial_ridge_interactions,estimated,-0.00028219539868987826,0.05,-0.005499486087368833,0.0006538763015615892,False,False
low,0.1,fim_erank,0.8300212312342845,B2_training_state,0.0,55,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,75762394,575262394,polynomial_ridge,estimated,-0.0001398472236330472,0.82,-0.0007076020445941088,0.00021110518926654398,False,False
low,0.1,fim_erank,0.8300212312342845,B2_training_state,0.0,55,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,75762394,575262394,polynomial_ridge_interactions,estimated,-0.00015125278171740646,0.27,-0.0046854750587945115,0.001250560732096522,False,False
low,0.1,fim_erank,0.8300212312342845,B2_training_state,0.0,56,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,75862397,576262397,polynomial_ridge,estimated,-0.00014065820800690109,0.05,-0.0006369638122077269,0.0002705543604447611,False,False
low,0.1,fim_erank,0.8300212312342845,B2_training_state,0.0,56,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,75862397,576262397,polynomial_ridge_interactions,estimated,0.00027969723533963903,0.49,-0.005312098624646183,0.0014367673159499416,False,False
low,0.1,fim_erank,0.8300212312342845,B2_training_state,0.0,57,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,75962400,577262400,polynomial_ridge,estimated,-0.00019073313506550458,0.03,-0.0008337599183653687,0.00026312095645765536,False,False
low,0.1,fim_erank,0.8300212312342845,B2_training_state,0.0,57,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,75962400,577262400,polynomial_ridge_interactions,estimated,-0.00019229821609051336,0.04,-0.004182832524859467,0.0013401952568739264,False,False
low,0.1,fim_erank,0.8300212312342845,B2_training_state,0.0,58,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,76062403,578262403,polynomial_ridge,estimated,-0.00015376851396649857,0.37,-0.0005638218792941771,0.0002766445615007848,False,False
low,0.1,fim_erank,0.8300212312342845,B2_training_state,0.0,58,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,76062403,578262403,polynomial_ridge_interactions,estimated,-0.0006405529002582091,0.17,-0.005376206848900875,0.0009627485642397693,False,False
low,0.1,fim_erank,0.8300212312342845,B2_training_state,0.0,59,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,76162406,579262406,polynomial_ridge,estimated,-8.291049058224871e-05,0.23,-0.0005817280365367782,0.0003830013814556278,False,False
low,0.1,fim_erank,0.8300212312342845,B2_training_state,0.0,59,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,76162406,579262406,polynomial_ridge_interactions,estimated,-0.00011568632891973459,0.65,-0.005677758181007496,0.0007734445225668239,False,False
low,0.1,fim_erank,0.8300212312342845,B2_training_state,0.0,60,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,76262409,580262409,polynomial_ridge,estimated,-0.0001375395579303278,0.89,-0.0009396127670655159,0.00019174611072608877,False,False
low,0.1,fim_erank,0.8300212312342845,B2_training_state,0.0,60,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,76262409,580262409,polynomial_ridge_interactions,estimated,-0.00022088890233922182,0.14,-0.006420044437646509,0.0031513305020809314,False,False
low,0.1,fim_erank,0.8300212312342845,B2_training_state,0.0,61,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,76362412,581262412,polynomial_ridge,estimated,-0.000140121562318895,0.16,-0.0007335390717317764,0.0002584914355370898,False,False
low,0.1,fim_erank,0.8300212312342845,B2_training_state,0.0,61,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,76362412,581262412,polynomial_ridge_interactions,estimated,-0.00018016502225916753,0.48,-0.008241480274393285,0.0006471715658233589,False,False
low,0.1,fim_erank,0.8300212312342845,B2_training_state,0.0,62,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,76462415,582262415,polynomial_ridge,estimated,-0.00011395643331397164,0.17,-0.000706668297896999,0.00033888124852134903,False,False
low,0.1,fim_erank,0.8300212312342845,B2_training_state,0.0,62,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,76462415,582262415,polynomial_ridge_interactions,estimated,-0.00013864844369550254,0.95,-0.006596394871786379,0.0007371618728582047,False,False
low,0.1,fim_erank,0.8300212312342845,B2_training_state,0.0,63,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,76562418,583262418,polynomial_ridge,estimated,-9.737806898811423e-05,0.45,-0.000764847194037042,0.0002903265945110957,False,False
low,0.1,fim_erank,0.8300212312342845,B2_training_state,0.0,63,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,76562418,583262418,polynomial_ridge_interactions,estimated,-0.0006034786268326743,0.63,-0.006265274234335801,0.0014714444822899397,False,False
low,0.1,fim_erank,0.8300212312342845,B2_training_state,0.0,64,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,76662421,584262421,polynomial_ridge,estimated,-0.0001778103048681132,0.94,-0.0004959637411990005,0.0004206787655809852,False,False
low,0.1,fim_erank,0.8300212312342845,B2_training_state,0.0,64,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,76662421,584262421,polynomial_ridge_interactions,estimated,-1.2615727212556124e-05,0.04,-0.004523911183759341,0.0007246498580514986,False,False
low,0.1,fim_erank,0.8300212312342845,B2_training_state,0.0,65,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,76762424,585262424,polynomial_ridge,estimated,-0.00012369918694396759,0.94,-0.0004943468139511226,0.0002962150210155474,False,False
low,0.1,fim_erank,0.8300212312342845,B2_training_state,0.0,65,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,76762424,585262424,polynomial_ridge_interactions,estimated,-0.000436681780617825,0.62,-0.0054067580687087394,0.0010262935230399375,False,False
low,0.1,fim_erank,0.8300212312342845,B2_training_state,0.0,66,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,76862427,586262427,polynomial_ridge,estimated,-0.00017722825414508993,0.08,-0.000579614202102764,0.0004296622636401737,False,False
low,0.1,fim_erank,0.8300212312342845,B2_training_state,0.0,66,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,76862427,586262427,polynomial_ridge_interactions,estimated,-0.00038313473496476356,0.04,-0.007039938012080207,0.0012603896593844782,False,False
low,0.1,fim_erank,0.8300212312342845,B2_training_state,0.0,67,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,76962430,587262430,polynomial_ridge,estimated,-8.992205569571907e-05,0.6,-0.000626430639976064,0.00044137330645916165,False,False
low,0.1,fim_erank,0.8300212312342845,B2_training_state,0.0,67,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,76962430,587262430,polynomial_ridge_interactions,estimated,-0.00016220886188162494,0.06,-0.0047511259379945025,0.0011866605377649898,False,False
low,0.1,fim_erank,0.8300212312342845,B2_training_state,0.0,68,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,77062433,588262433,polynomial_ridge,estimated,-7.829897562789626e-05,0.73,-0.0005260379333116349,0.0003178087550696183,False,False
low,0.1,fim_erank,0.8300212312342845,B2_training_state,0.0,68,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,77062433,588262433,polynomial_ridge_interactions,estimated,-0.0004384404874706268,0.08,-0.006129098386622679,0.0008379481353267223,False,False
low,0.1,fim_erank,0.8300212312342845,B2_training_state,0.0,69,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,77162436,589262436,polynomial_ridge,estimated,-1.847840076450529e-05,0.2,-0.0005107304829082918,0.0003337949507145865,False,False
low,0.1,fim_erank,0.8300212312342845,B2_training_state,0.0,69,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,77162436,589262436,polynomial_ridge_interactions,estimated,-0.0005697905677358708,0.23,-0.006535702350187499,0.0003911576239478276,False,False
low,0.1,fim_erank,0.8300212312342845,B2_training_state,0.0,70,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,77262439,590262439,polynomial_ridge,estimated,-0.00020423078925466413,0.63,-0.0006944191348235494,0.00025088560353857465,False,False
low,0.1,fim_erank,0.8300212312342845,B2_training_state,0.0,70,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,77262439,590262439,polynomial_ridge_interactions,estimated,-0.00041965759824975923,0.72,-0.006717667285340782,0.0005307298162005504,False,False
low,0.1,fim_erank,0.8300212312342845,B2_training_state,0.0,71,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,77362442,591262442,polynomial_ridge,estimated,-0.000123602645928349,0.56,-0.0005272829629307481,0.00021760898035365158,False,False
